Kingdom,Phylum,Class,Order,Family,Genus,Species,num_hits,%_hits
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,pneumatophori,68,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina,,68,0.001
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,plurextorum,67,0.001
Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,,,66,0.001
Bacteria,Planctomycetes,Brocadiae,Brocadiales,Brocadiaceae,Candidatus Scalindua,brodae,66,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,,,,65,0.001
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,,,65,0.001
Bacteria,Firmicutes,Clostridia,Clostridiales,Carboxydocellaceae,Carboxydocella,ferrireducens,65,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,nitratireducens,65,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura,latina,64,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,,,64,0.001
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfuricurvum,kujiense,63,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,63,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,,63,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,marginalis,63,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,,62,0.001
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,columbae,62,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,,,61,0.001
Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,ales,61,0.001
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Methyloversatilis,universalis,60,0.001
Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,paraluiscuniculi,60,0.001
Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,prunorum,60,0.001
Bacteria,Tenericutes,Mollicutes,,,,,59,0.001
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Lewinella,marina,59,0.001
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,,58,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola,,58,0.001
Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Leptotrichiaceae,Streptobacillus,,57,0.001
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,,56,0.001
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Chromobacterium,,56,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,aestuarii,56,0.001
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,gracilis,56,0.001
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,multiformis,55,0.001
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia,saleffrena,55,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Francisellaceae,Francisella,hispaniensis,55,0.001
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,,,,55,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Actinopolymorpha,rutila,55,0.001
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,senmaizukei,54,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,54,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Methylonatrum,kenyense,54,0.001
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga,soli,53,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,abikonense,53,0.001
Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,akajimensis,52,0.001
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,guilliermondii,52,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,imhoffii,52,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,,52,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,,52,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Demequina,,51,0.001
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,ursoris,51,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,coriofaciens,51,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Actinocatenispora,silicis,51,0.001
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,,51,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinopolysporaceae,Actinopolyspora,,50,0.001
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,peptidifermentans,50,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus,luridus,50,0.001
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,rectus,49,0.001
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,thermoglucosidans,49,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,polyaromaticivorans,49,0.001
Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Kosmotoga,arenicorallina,49,0.001
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Mogibacterium,neglectum,48,0.001
Bacteria,Verrucomicrobia,Opitutae,Cerasicoccales,Cerasicoccaceae,Cerasicoccus,arenae,48,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,48,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Thalassospira,,48,0.001
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Paraprevotella,clara,48,0.001
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,saccharolytica,47,0.001
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,africanus,47,0.001
Bacteria,Firmicutes,Clostridia,Coriobacteriales,Coriobacteriaceae,Atopobium,rimae,47,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,,46,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,46,0.001
Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Candidatus Tammella,caduceiae,46,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,fructosivorans,46,0.001
Bacteria,Synergistetes,Synergistia,Synergistales,,,,46,0.001
Bacteria,Firmicutes,Clostridia,Natranaerobiales,Contubernalisaceae,Candidatus Contubernalis,alkalaceticum,46,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,kaplicensis,46,0.001
Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,,45,0.001
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,soli,45,0.001
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,taiwanensis,45,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,,,45,0.001
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,magna,45,0.001
Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,iguanae,45,0.001
Bacteria,Chrysiogenetes,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Desulfurispirillum,alkaliphilum,44,0.001
Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,succinifaciens,44,0.001
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,alkalilacustre,44,0.001
Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Leptospira,licerasiae,44,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,nanchangensis,43,0.001
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,,43,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,ulceribovis,43,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,,43,0.001
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,discophora,43,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,scopiformis,43,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,tjernbergiae,42,0.001
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,,42,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,haloalkaliphila,42,0.001
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus,,42,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,monacensis,41,0.001
Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Fervidobacterium,,41,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,41,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,roseiflava,41,0.001
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,hippei,41,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,,41,0.001
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Rhodocyclus,purpureus,41,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,terreus,41,0.001
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Chromobacterium,piscinae,41,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum,siberiense,40,0.001
Bacteria,Thermi,Deinococci,Thermales,Thermaceae,Thermus,rehai,40,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,,,40,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus,yunnanensis,40,0.001
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,aestuarii,39,0.001
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,tunisiensis,39,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus,,39,0.001
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Anaeromusa,acidaminophila,39,0.001
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,,,,39,0.001
Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium,canifelinum,38,0.001
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,volucris,38,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Prauserella,,38,0.001
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,hawaiiensis,38,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,aerolata,38,0.001
Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter,autotrophicus,38,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,halochloris,38,0.001
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,goseongensis,37,0.001
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,pusilla,37,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,,37,0.001
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Filifactor,,37,0.001
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalibacillus,salilacus,37,0.001
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Peptoniphilus,gorbachii,36,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,,,,36,0.001
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,shayense,36,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,36,0.001
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,,36,0.001
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,caliptrosporum,36,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,,36,0.001
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Uliginosibacterium,gangwonense,35,0.001
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Thermoanaerobacterium,islandicum,35,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,35,0.001
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,,35,0.001
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,polysaccharea,34,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Nesterenkonia,flava,34,0.001
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalibacillus,,34,0.001
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,castoreus,34,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,34,0.001
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,anthracis,34,0.001
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,micans,33,0.001
Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,amylovorum,33,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Actinopolymorpha,,33,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Amphritea,atlantica,33,0.001
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,aureus,33,0.001
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,aerophilus,33,0.001
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,equi,32,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,lepromatosis,32,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,,,32,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Bogoriellaceae,Georgenia,halophila,32,0.001
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,cryaerophilus,31,0.001
Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Phormidiaceae,Oscillatoria,corallinae,31,0.001
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,,31,0.001
Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,fermentans,31,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,hauseri,31,0.001
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bergeyella,zoohelcum,31,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,watsoni,31,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Demequina,aurantiaca,31,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,mustelae,30,0.001
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,proteolyticus,30,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Nesterenkonia,,30,0.001
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,butanolivorans,30,0.001
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,terrigena,30,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,30,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,jannaschii,30,0.001
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Thiomonas,perometabolis,30,0.001
Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,insons,30,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium,squillarum,30,0.001
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,boronicumulans,30,0.001
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,,29,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,acetoacidophilum,29,0.001
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,gondwanensis,29,0.001
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sartorii,29,0.001
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,,29,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,,29,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,,,28,0.001
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,tundrae,28,0.001
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,ferrariarum,28,0.001
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,defluvii,28,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agrococcus,versicolor,28,0.001
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,ayderensis,28,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,canis,28,0.001
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Lewinella,lutea,28,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,rosea,28,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,,27,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,,27,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Hydrocarboniphaga,daqingensis,27,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium,gracile,27,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thioalkalimicrobium,sibiricum,27,0.001
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,denitrificans,27,0.001
Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,thiophilus,26,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinobaculum,suis,26,0.001
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,26,0.001
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,,26,0.001
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,tucceti,26,0.001
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Marinococcus,,26,0.001
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,tsuruhatensis,26,0.001
Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae,,,26,0.001
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,lacus,26,0.001
Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,palmae,25,0.001
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,bovicus,25,0.001
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,sanguinus,25,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinomycetospora,,25,0.001
Bacteria,Cyanobacteria,Nostocophycideae,Stigonematales,Rivulariaceae,Calothrix,,25,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,uratoxydans,25,0.001
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Flexibacteraceae,Pontibacter,niistensis,25,0.001
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Desulfobacteraceae,Desulfosarcina,ovata,25,0.001
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,delbrueckii,25,0.001
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,arctica,25,0.001
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agrococcus,terreus,24,0.000
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,,,,24,0.000
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,marmionii,24,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora,cebuensis,24,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Candidatus Regiella,,24,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,xiamenensis,24,0.000
Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,,,23,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Thiofaba,,23,0.000
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niabella,soli,23,0.000
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,caeni,23,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora,shandongensis,23,0.000
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,omnicolens,23,0.000
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,denticanis,23,0.000
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Longilinea,arvoryzae,23,0.000
Bacteria,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Candidatus Methylacidiphilum,,23,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,vaccimaxillae,23,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,,23,0.000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,23,0.000
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonauticus,autotrophicus,23,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Sanguibacteraceae,Sanguibacter,suarezii,22,0.000
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Anaerolinea,thermolimosa,22,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae,Gallionella,ferruginea,22,0.000
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Bellilinea,caldifistulae,22,0.000
Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Thalassospira,tepidiphila,22,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,flocculiformis,22,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Aquitalea,denitrificans,22,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Promicromonospora,,21,0.000
Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Leptospira,,21,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Planifilum,fimeticola,20,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,restricta,20,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,nivea,20,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,brasilensis,20,0.000
